transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
707,1979,2592,418.89,2023-05-15 14:15:00,0,Amex,Boston,Restaurant,69,Purchase at Merchant-2592
708,1102,2603,9574.92,2023-12-02 18:19:00,0,MasterCard,Chicago,Pharmacy,47,Purchase at Merchant-2603
709,1438,2036,4211.18,2023-07-13 03:20:00,0,Amex,San Francisco,Pharmacy,19,Purchase at Merchant-2036
710,1997,2312,7837.87,2023-10-01 07:51:00,0,Amex,Chicago,Restaurant,32,Purchase at Merchant-2312
711,1119,2954,7065.58,2023-04-04 16:15:00,0,Discover,Boston,Grocery Store,19,Purchase at Merchant-2954
712,1092,2120,5865.75,2023-06-14 03:59:00,0,Discover,San Francisco,Grocery Store,34,Purchase at Merchant-2120
713,1353,2236,1042.08,2023-06-09 18:25:00,0,Discover,Los Angeles,Gas Station,20,Purchase at Merchant-2236
714,1146,2850,8610.68,2023-06-28 13:16:00,0,Discover,Los Angeles,Pharmacy,65,Purchase at Merchant-2850
715,1582,2798,6991.06,2023-10-04 19:02:00,0,Visa,Boston,Restaurant,73,Purchase at Merchant-2798
716,1568,2503,3426.7,2023-09-13 17:44:00,0,MasterCard,Boston,Pharmacy,48,Purchase at Merchant-2503
717,1725,2933,2616.9,2023-03-02 05:19:00,0,Amex,New York,Online Shopping,24,Purchase at Merchant-2933
718,1892,2017,2276.67,2023-07-16 23:58:00,0,Discover,San Francisco,Online Shopping,66,Purchase at Merchant-2017
719,1757,2859,9712.44,2023-04-07 04:52:00,0,Visa,San Francisco,Pharmacy,73,Purchase at Merchant-2859
720,1846,2908,3603.41,2023-08-28 01:25:00,0,MasterCard,Chicago,Online Shopping,32,Purchase at Merchant-2908
721,1297,2279,1550.76,2023-10-08 06:51:00,0,MasterCard,San Francisco,Pharmacy,41,Purchase at Merchant-2279
722,1905,2347,8585.48,2023-04-18 21:02:00,0,MasterCard,Chicago,Online Shopping,49,Purchase at Merchant-2347
723,1747,2143,7656.66,2023-08-16 06:31:00,0,Visa,San Francisco,Pharmacy,63,Purchase at Merchant-2143
724,1121,2342,1241.84,2023-10-12 00:14:00,0,MasterCard,Chicago,Restaurant,45,Purchase at Merchant-2342
725,1331,2420,6002.05,2023-04-19 23:33:00,0,Visa,Los Angeles,Gas Station,26,Purchase at Merchant-2420
726,1972,2746,2402.27,2023-12-11 21:38:00,0,MasterCard,Los Angeles,Grocery Store,21,Purchase at Merchant-2746
727,1604,2655,3978.67,2023-04-09 16:38:00,0,MasterCard,New York,Online Shopping,35,Purchase at Merchant-2655
728,1046,2836,6026.65,2023-09-16 04:01:00,0,Amex,Los Angeles,Online Shopping,52,Purchase at Merchant-2836
729,1693,2927,2923.74,2023-11-16 22:19:00,0,MasterCard,Chicago,Online Shopping,43,Purchase at Merchant-2927
730,1788,2604,7557.6,2023-01-16 14:05:00,0,Visa,San Francisco,Grocery Store,53,Purchase at Merchant-2604
731,1601,2657,40.34,2023-12-20 10:12:00,0,Visa,New York,Online Shopping,64,Purchase at Merchant-2657
732,1263,2757,1770.45,2023-11-10 19:55:00,0,Amex,New York,Grocery Store,51,Purchase at Merchant-2757
733,1192,2056,188.8,2023-08-20 09:32:00,0,Visa,Chicago,Gas Station,53,Purchase at Merchant-2056
734,1731,2840,9027.25,2023-03-30 00:44:00,0,Visa,Chicago,Online Shopping,59,Purchase at Merchant-2840
735,1722,2386,1588.2,2023-03-10 12:10:00,0,Discover,Chicago,Restaurant,26,Purchase at Merchant-2386
736,1117,2429,8259.19,2023-09-04 19:34:00,0,Discover,New York,Restaurant,56,Purchase at Merchant-2429
737,1874,2688,5057.52,2023-09-13 23:11:00,0,Amex,Chicago,Pharmacy,67,Purchase at Merchant-2688
738,1446,2120,5677.41,2023-07-20 19:48:00,0,Amex,San Francisco,Online Shopping,75,Purchase at Merchant-2120
739,1602,2723,7166.45,2023-10-24 20:54:00,0,Visa,Boston,Gas Station,65,Purchase at Merchant-2723
740,1152,2590,5494.63,2023-10-29 01:33:00,0,MasterCard,Los Angeles,Online Shopping,40,Purchase at Merchant-2590
741,1783,2567,6798.33,2023-06-11 03:08:00,0,MasterCard,New York,Online Shopping,72,Purchase at Merchant-2567
742,1074,2371,7160.12,2023-11-14 16:28:00,0,Discover,Chicago,Pharmacy,36,Purchase at Merchant-2371
743,1953,2104,4809.6,2023-01-06 06:02:00,0,MasterCard,Boston,Grocery Store,37,Purchase at Merchant-2104
744,1912,2722,1816.38,2023-04-21 12:37:00,0,MasterCard,Boston,Restaurant,29,Purchase at Merchant-2722
745,1561,2755,3622.91,2023-09-04 12:01:00,0,Visa,Boston,Grocery Store,75,Purchase at Merchant-2755
746,1184,2764,785.23,2023-07-24 03:19:00,0,Discover,San Francisco,Grocery Store,62,Purchase at Merchant-2764
747,1799,2261,6524.85,2023-02-13 11:12:00,0,Discover,Boston,Pharmacy,44,Purchase at Merchant-2261
748,1874,2433,7342.46,2023-03-24 00:11:00,0,Amex,New York,Gas Station,22,Purchase at Merchant-2433
749,1924,2826,1706.41,2023-12-17 14:08:00,0,MasterCard,Los Angeles,Restaurant,72,Purchase at Merchant-2826
750,1910,2643,6691.03,2023-06-06 16:08:00,0,Visa,Boston,Pharmacy,73,Purchase at Merchant-2643
751,1048,2418,5961.44,2023-01-23 05:09:00,0,Visa,Boston,Online Shopping,74,Purchase at Merchant-2418
752,1945,2683,4787.07,2023-06-18 17:24:00,0,Discover,Boston,Pharmacy,75,Purchase at Merchant-2683
753,1521,2225,6531.9,2023-02-02 04:19:00,0,Visa,Chicago,Restaurant,65,Purchase at Merchant-2225
754,1395,2462,2957.31,2023-12-07 05:12:00,0,MasterCard,Boston,Restaurant,67,Purchase at Merchant-2462
755,1976,2429,4617.72,2023-08-25 16:52:00,0,Visa,New York,Grocery Store,63,Purchase at Merchant-2429
756,1477,2988,9661.56,2023-05-20 02:10:00,0,Discover,Los Angeles,Gas Station,37,Purchase at Merchant-2988
757,1078,2895,5649.9,2023-10-10 06:40:00,0,Discover,Chicago,Gas Station,20,Purchase at Merchant-2895
758,1526,2036,5832.74,2023-04-28 23:09:00,0,MasterCard,New York,Grocery Store,38,Purchase at Merchant-2036
759,1038,2414,7421.38,2023-10-10 02:21:00,0,Amex,Boston,Gas Station,52,Purchase at Merchant-2414
760,1620,2262,7399.21,2023-02-20 12:49:00,0,Amex,Los Angeles,Pharmacy,42,Purchase at Merchant-2262
761,1376,2691,2016.51,2023-11-06 03:06:00,0,MasterCard,San Francisco,Pharmacy,21,Purchase at Merchant-2691
762,1909,2008,5007.36,2023-10-06 10:13:00,0,Amex,Los Angeles,Online Shopping,71,Purchase at Merchant-2008
763,1686,2921,5792.67,2023-03-14 15:26:00,0,MasterCard,San Francisco,Online Shopping,22,Purchase at Merchant-2921
764,1196,2331,5153.87,2023-04-07 14:20:00,0,Discover,New York,Pharmacy,54,Purchase at Merchant-2331
765,1976,2979,9469.2,2023-06-16 01:15:00,0,Amex,Boston,Grocery Store,27,Purchase at Merchant-2979
766,1377,2956,120.3,2023-01-17 06:15:00,0,Discover,San Francisco,Gas Station,74,Purchase at Merchant-2956
767,1538,2504,2182.52,2023-07-16 12:32:00,0,Amex,San Francisco,Gas Station,59,Purchase at Merchant-2504
768,1943,2262,1833.03,2023-06-16 08:05:00,0,Discover,San Francisco,Restaurant,63,Purchase at Merchant-2262
769,1319,2422,4092.21,2023-02-16 15:08:00,0,Visa,New York,Restaurant,72,Purchase at Merchant-2422
770,1715,2591,6927.1,2023-12-07 14:22:00,0,Discover,Boston,Grocery Store,39,Purchase at Merchant-2591
771,1555,2707,7765.61,2023-12-06 04:57:00,0,MasterCard,Los Angeles,Grocery Store,72,Purchase at Merchant-2707
772,1484,2107,3792.71,2023-03-26 08:36:00,0,MasterCard,New York,Pharmacy,34,Purchase at Merchant-2107
773,1800,2126,8055.04,2023-07-25 12:01:00,0,Discover,San Francisco,Grocery Store,65,Purchase at Merchant-2126
774,1309,2634,7910.99,2023-09-20 13:33:00,0,Discover,New York,Pharmacy,31,Purchase at Merchant-2634
775,1468,2899,4752.75,2023-01-08 12:02:00,0,Amex,New York,Grocery Store,51,Purchase at Merchant-2899
776,1368,2683,4844.73,2023-09-21 00:33:00,0,Discover,San Francisco,Grocery Store,35,Purchase at Merchant-2683
777,1010,2501,2917.59,2023-07-17 14:41:00,0,MasterCard,New York,Pharmacy,30,Purchase at Merchant-2501
778,1153,2826,236.46,2023-12-12 14:56:00,0,Discover,Chicago,Online Shopping,26,Purchase at Merchant-2826
779,1417,2821,2041.58,2023-12-01 04:43:00,0,Amex,San Francisco,Pharmacy,74,Purchase at Merchant-2821
780,1866,2152,3380.67,2023-12-15 20:43:00,0,Discover,San Francisco,Online Shopping,27,Purchase at Merchant-2152
781,1321,2472,6647.04,2023-06-25 00:14:00,0,Amex,Boston,Grocery Store,38,Purchase at Merchant-2472
782,1542,2513,5362.91,2023-09-04 18:22:00,0,MasterCard,New York,Online Shopping,50,Purchase at Merchant-2513
783,1079,2997,6206.74,2023-06-25 09:32:00,0,Visa,New York,Pharmacy,75,Purchase at Merchant-2997
784,1319,2996,3980.23,2023-02-25 05:41:00,0,Amex,Boston,Grocery Store,74,Purchase at Merchant-2996
785,1207,2699,9440.95,2023-03-28 16:33:00,0,Visa,Los Angeles,Restaurant,47,Purchase at Merchant-2699
786,1393,2087,4668.81,2023-10-03 12:35:00,0,Discover,Chicago,Grocery Store,72,Purchase at Merchant-2087
787,1315,2866,5592.94,2023-12-12 21:50:00,0,MasterCard,Los Angeles,Restaurant,60,Purchase at Merchant-2866
788,1747,2389,9230.01,2023-03-17 15:23:00,0,Amex,New York,Online Shopping,51,Purchase at Merchant-2389
789,1331,2598,8660.99,2023-11-28 09:10:00,0,Amex,Boston,Gas Station,54,Purchase at Merchant-2598
790,1111,2986,6988.66,2023-07-26 18:18:00,0,Discover,Chicago,Pharmacy,35,Purchase at Merchant-2986
791,1203,2116,3963.25,2023-05-08 12:27:00,0,MasterCard,Chicago,Gas Station,57,Purchase at Merchant-2116
792,1126,2127,4373.3,2023-05-30 08:52:00,0,Amex,Boston,Restaurant,72,Purchase at Merchant-2127
793,1940,2183,248.8,2023-03-12 15:00:00,0,Discover,New York,Restaurant,47,Purchase at Merchant-2183
794,1272,2734,3056.77,2023-09-01 19:05:00,0,Visa,Chicago,Grocery Store,21,Purchase at Merchant-2734
795,1142,2622,4814.05,2023-08-05 21:18:00,0,Discover,New York,Restaurant,69,Purchase at Merchant-2622
796,1424,2645,5399.74,2023-05-11 15:42:00,0,Discover,San Francisco,Online Shopping,40,Purchase at Merchant-2645
797,1402,2351,3733.45,2023-03-27 23:56:00,0,Visa,Boston,Gas Station,75,Purchase at Merchant-2351
798,1337,2151,9426.87,2023-09-26 16:20:00,0,MasterCard,Chicago,Gas Station,63,Purchase at Merchant-2151
799,1141,2839,9857.93,2023-12-17 06:50:00,0,Discover,New York,Grocery Store,26,Purchase at Merchant-2839
800,1478,2423,5541.33,2023-07-01 15:36:00,0,Discover,San Francisco,Online Shopping,60,Purchase at Merchant-2423
801,1419,2507,1758.55,2023-02-10 01:52:00,0,Amex,San Francisco,Pharmacy,66,Purchase at Merchant-2507
802,1027,2118,2899.74,2023-12-13 14:28:00,0,Visa,San Francisco,Online Shopping,75,Purchase at Merchant-2118
803,1361,2713,8946.92,2023-09-30 07:18:00,0,Amex,New York,Pharmacy,32,Purchase at Merchant-2713
804,1350,2167,3288.31,2023-05-04 18:16:00,0,Visa,New York,Online Shopping,21,Purchase at Merchant-2167
805,1192,2721,6315.32,2023-05-03 00:46:00,0,Amex,San Francisco,Gas Station,52,Purchase at Merchant-2721
806,1556,2544,7165.87,2023-07-28 05:31:00,0,Discover,New York,Pharmacy,65,Purchase at Merchant-2544
807,1313,2169,3014.51,2023-05-13 14:33:00,0,MasterCard,New York,Grocery Store,31,Purchase at Merchant-2169
808,1502,2172,7010.71,2023-04-11 02:22:00,0,Amex,New York,Online Shopping,37,Purchase at Merchant-2172
809,1509,2796,2640.25,2023-11-23 09:12:00,0,MasterCard,San Francisco,Gas Station,28,Purchase at Merchant-2796
810,1686,2040,2793.29,2023-08-01 04:43:00,0,Discover,New York,Gas Station,19,Purchase at Merchant-2040
811,1148,2248,6556.09,2023-07-29 22:35:00,0,MasterCard,San Francisco,Grocery Store,74,Purchase at Merchant-2248
812,1740,2304,5155.4,2023-12-07 10:53:00,0,Discover,Los Angeles,Grocery Store,18,Purchase at Merchant-2304
813,1728,2861,9715.91,2023-08-14 09:25:00,0,Visa,Los Angeles,Restaurant,63,Purchase at Merchant-2861
814,1040,2339,963.7,2023-04-29 18:57:00,0,Amex,New York,Restaurant,25,Purchase at Merchant-2339
815,1510,2737,3073.08,2023-09-02 11:54:00,0,MasterCard,San Francisco,Restaurant,36,Purchase at Merchant-2737
816,1866,2944,1085.33,2023-06-13 11:57:00,0,Visa,Chicago,Grocery Store,48,Purchase at Merchant-2944
817,1569,2438,562.2,2023-02-19 06:22:00,0,Visa,San Francisco,Restaurant,26,Purchase at Merchant-2438
818,1693,2719,6897.22,2023-04-03 05:51:00,0,MasterCard,Chicago,Restaurant,65,Purchase at Merchant-2719
819,1305,2631,7227.0,2023-11-09 19:39:00,0,Amex,San Francisco,Gas Station,24,Purchase at Merchant-2631
820,1695,2723,5940.97,2023-12-17 20:42:00,0,Visa,Boston,Gas Station,41,Purchase at Merchant-2723
821,1938,2814,5383.72,2023-10-14 21:44:00,0,Visa,San Francisco,Pharmacy,38,Purchase at Merchant-2814
822,1687,2650,6216.26,2023-11-29 19:00:00,0,MasterCard,New York,Gas Station,21,Purchase at Merchant-2650
823,1989,2334,756.34,2023-10-11 13:44:00,0,Discover,Chicago,Restaurant,29,Purchase at Merchant-2334
824,1339,2981,2760.93,2023-08-07 00:21:00,0,Amex,New York,Online Shopping,35,Purchase at Merchant-2981
825,1051,2498,6807.3,2023-01-14 03:26:00,0,Visa,Los Angeles,Grocery Store,67,Purchase at Merchant-2498
826,1154,2941,7892.39,2023-10-18 08:17:00,0,Visa,New York,Pharmacy,33,Purchase at Merchant-2941
827,1733,2696,7519.33,2023-07-16 23:58:00,0,Discover,Los Angeles,Grocery Store,65,Purchase at Merchant-2696
828,1237,2420,3244.74,2023-06-18 00:14:00,0,Visa,New York,Pharmacy,65,Purchase at Merchant-2420
829,1101,2881,5470.32,2023-12-16 23:57:00,0,Amex,Los Angeles,Online Shopping,73,Purchase at Merchant-2881
830,1330,2631,882.5,2023-09-16 18:06:00,0,MasterCard,Boston,Online Shopping,35,Purchase at Merchant-2631
831,1369,2554,8707.94,2023-04-06 04:48:00,0,Amex,Boston,Restaurant,50,Purchase at Merchant-2554
832,1898,2750,5746.41,2023-12-10 02:01:00,0,Amex,New York,Grocery Store,52,Purchase at Merchant-2750
833,1249,2124,6934.17,2023-12-08 17:46:00,0,Amex,Los Angeles,Online Shopping,37,Purchase at Merchant-2124
834,1603,2146,3561.94,2023-03-10 01:42:00,0,Visa,Chicago,Pharmacy,22,Purchase at Merchant-2146
835,1939,2468,4851.78,2023-01-29 14:00:00,0,Amex,San Francisco,Gas Station,21,Purchase at Merchant-2468
836,1380,2460,9538.07,2023-12-06 09:10:00,0,Visa,San Francisco,Pharmacy,48,Purchase at Merchant-2460
837,1989,2827,7061.23,2023-09-11 16:31:00,0,Discover,Chicago,Online Shopping,64,Purchase at Merchant-2827
838,1378,2766,9554.59,2023-02-27 20:05:00,0,Discover,Chicago,Online Shopping,23,Purchase at Merchant-2766
839,1971,2204,9088.87,2023-04-26 15:59:00,0,Visa,New York,Gas Station,60,Purchase at Merchant-2204
840,1346,2186,3826.27,2023-01-18 08:44:00,0,Discover,New York,Gas Station,69,Purchase at Merchant-2186
841,1548,2317,7701.93,2023-08-15 03:16:00,0,Amex,Chicago,Restaurant,60,Purchase at Merchant-2317
842,1024,2499,1116.37,2023-09-08 02:42:00,0,MasterCard,Chicago,Gas Station,44,Purchase at Merchant-2499
843,1953,2084,9800.98,2023-02-11 20:01:00,0,Visa,New York,Grocery Store,68,Purchase at Merchant-2084
844,1360,2364,4341.77,2023-10-16 17:13:00,0,Discover,Los Angeles,Online Shopping,50,Purchase at Merchant-2364
845,1090,2844,582.08,2023-05-26 01:09:00,0,Discover,New York,Pharmacy,23,Purchase at Merchant-2844
846,1202,2649,8293.42,2023-04-12 04:37:00,0,Visa,New York,Online Shopping,18,Purchase at Merchant-2649
847,1751,2683,9204.33,2023-09-03 01:47:00,0,MasterCard,Chicago,Restaurant,53,Purchase at Merchant-2683
848,2000,2369,8240.74,2023-07-23 10:59:00,0,Amex,San Francisco,Restaurant,37,Purchase at Merchant-2369
849,1857,2709,4497.81,2023-04-19 17:30:00,0,Discover,San Francisco,Restaurant,55,Purchase at Merchant-2709
850,1396,2299,3654.37,2023-09-27 20:30:00,0,MasterCard,Los Angeles,Grocery Store,42,Purchase at Merchant-2299
851,1468,2361,2964.93,2023-08-03 11:37:00,0,MasterCard,New York,Grocery Store,42,Purchase at Merchant-2361
852,1786,2021,2568.3,2023-12-24 16:47:00,0,MasterCard,Los Angeles,Gas Station,52,Purchase at Merchant-2021
853,1798,2240,5160.42,2023-02-25 07:30:00,0,Visa,Chicago,Grocery Store,34,Purchase at Merchant-2240
854,1719,2823,2735.75,2023-01-11 17:07:00,0,Amex,Chicago,Restaurant,40,Purchase at Merchant-2823
855,1397,2032,1485.25,2023-03-12 15:32:00,0,Visa,Boston,Grocery Store,20,Purchase at Merchant-2032
856,1547,2646,5194.82,2023-01-03 07:20:00,0,Discover,Chicago,Grocery Store,35,Purchase at Merchant-2646
857,1190,2396,7047.9,2023-10-03 03:05:00,0,Visa,Chicago,Restaurant,20,Purchase at Merchant-2396
858,1586,2840,4804.63,2023-09-03 13:22:00,0,Discover,New York,Gas Station,32,Purchase at Merchant-2840
859,1168,2206,8131.49,2023-07-26 15:39:00,0,Amex,San Francisco,Grocery Store,18,Purchase at Merchant-2206
860,1434,2950,3766.71,2023-11-13 16:14:00,0,MasterCard,Los Angeles,Grocery Store,35,Purchase at Merchant-2950
861,1746,2490,7351.89,2023-02-24 07:52:00,0,Discover,Los Angeles,Pharmacy,33,Purchase at Merchant-2490
862,1908,2215,9200.75,2023-01-05 09:36:00,0,Amex,Chicago,Grocery Store,45,Purchase at Merchant-2215
863,1993,2395,9369.59,2023-12-21 07:24:00,0,Discover,New York,Restaurant,49,Purchase at Merchant-2395
864,1712,2831,5653.35,2023-10-14 00:15:00,0,Visa,Boston,Grocery Store,22,Purchase at Merchant-2831
865,1157,2084,8492.21,2023-12-05 14:45:00,0,Amex,Chicago,Gas Station,69,Purchase at Merchant-2084
866,1843,2352,8794.65,2023-10-08 01:32:00,0,MasterCard,Chicago,Online Shopping,68,Purchase at Merchant-2352
867,1439,2378,5882.91,2023-12-20 18:29:00,0,Discover,Boston,Pharmacy,22,Purchase at Merchant-2378
868,1362,2823,7269.93,2023-03-30 12:24:00,0,Discover,Boston,Grocery Store,31,Purchase at Merchant-2823
869,1723,2998,7285.62,2023-04-24 10:46:00,0,MasterCard,Los Angeles,Grocery Store,39,Purchase at Merchant-2998
870,1887,2985,5489.89,2023-08-02 20:09:00,0,Visa,Boston,Online Shopping,53,Purchase at Merchant-2985
871,1092,2302,4560.96,2023-06-27 13:20:00,0,Amex,New York,Grocery Store,66,Purchase at Merchant-2302
872,1919,2226,7617.94,2023-04-17 10:57:00,0,Visa,Chicago,Pharmacy,22,Purchase at Merchant-2226
873,1821,2645,1948.31,2023-02-14 19:57:00,0,Visa,Boston,Restaurant,21,Purchase at Merchant-2645
874,1320,2458,7560.23,2023-06-24 04:09:00,0,MasterCard,New York,Restaurant,48,Purchase at Merchant-2458
875,1612,2433,9173.31,2023-03-16 06:39:00,0,Discover,San Francisco,Online Shopping,62,Purchase at Merchant-2433
876,1651,2349,9957.86,2023-09-26 06:12:00,0,Discover,San Francisco,Restaurant,70,Purchase at Merchant-2349
877,1625,2700,3768.57,2023-07-25 11:04:00,0,Amex,Los Angeles,Online Shopping,54,Purchase at Merchant-2700
878,1341,2853,8821.63,2023-08-16 10:07:00,0,Visa,Los Angeles,Online Shopping,38,Purchase at Merchant-2853
879,1068,2394,2351.98,2023-10-30 12:16:00,0,MasterCard,Los Angeles,Pharmacy,23,Purchase at Merchant-2394
880,1348,2893,8096.78,2023-07-12 14:11:00,0,Visa,San Francisco,Restaurant,35,Purchase at Merchant-2893
881,1534,2660,5511.54,2023-05-24 00:10:00,0,Amex,San Francisco,Gas Station,21,Purchase at Merchant-2660
882,1296,2053,1048.01,2023-02-11 00:24:00,0,Amex,Los Angeles,Gas Station,63,Purchase at Merchant-2053
883,1039,2950,1439.89,2023-06-22 23:33:00,0,Discover,Boston,Gas Station,19,Purchase at Merchant-2950
884,1951,2247,2956.34,2023-08-15 00:03:00,0,Discover,Boston,Restaurant,56,Purchase at Merchant-2247
885,1527,2003,205.52,2023-08-07 16:33:00,0,Visa,New York,Pharmacy,57,Purchase at Merchant-2003
886,1651,2706,6808.31,2023-05-16 09:45:00,0,MasterCard,Los Angeles,Pharmacy,69,Purchase at Merchant-2706
887,1461,2284,7755.01,2023-09-14 22:48:00,0,Amex,Boston,Online Shopping,30,Purchase at Merchant-2284
888,1269,2731,223.94,2023-06-30 19:03:00,0,Amex,Boston,Restaurant,65,Purchase at Merchant-2731
889,1972,2989,4673.16,2023-07-22 09:09:00,0,MasterCard,New York,Online Shopping,48,Purchase at Merchant-2989
890,1018,2993,1822.09,2023-10-10 01:40:00,0,MasterCard,Los Angeles,Pharmacy,73,Purchase at Merchant-2993
891,1058,2477,4294.25,2023-09-14 04:12:00,0,MasterCard,New York,Grocery Store,40,Purchase at Merchant-2477
892,1850,2767,8430.12,2023-08-20 01:40:00,0,MasterCard,New York,Grocery Store,40,Purchase at Merchant-2767
893,1841,2073,2873.24,2023-02-25 02:42:00,0,Discover,San Francisco,Pharmacy,34,Purchase at Merchant-2073
894,1126,2113,5910.92,2023-06-05 11:00:00,0,Visa,Chicago,Grocery Store,48,Purchase at Merchant-2113
895,1827,2490,8017.15,2023-03-07 21:02:00,0,MasterCard,New York,Grocery Store,45,Purchase at Merchant-2490
896,1760,2426,1264.7,2023-04-15 04:14:00,0,Visa,New York,Pharmacy,22,Purchase at Merchant-2426
897,1528,2504,4174.32,2023-02-17 23:01:00,0,MasterCard,Los Angeles,Pharmacy,48,Purchase at Merchant-2504
898,1022,2041,7721.82,2023-06-18 09:57:00,0,MasterCard,San Francisco,Pharmacy,28,Purchase at Merchant-2041
899,1705,2292,7526.79,2023-07-13 08:12:00,0,Amex,Boston,Gas Station,70,Purchase at Merchant-2292
900,1132,2653,1182.71,2023-08-21 13:45:00,0,MasterCard,San Francisco,Gas Station,63,Purchase at Merchant-2653
901,1738,2449,4644.97,2023-10-20 18:05:00,0,Discover,Boston,Grocery Store,51,Purchase at Merchant-2449
902,1216,2580,5237.98,2023-01-03 05:11:00,0,Amex,Boston,Grocery Store,57,Purchase at Merchant-2580
903,1669,2569,1672.36,2023-07-16 03:04:00,0,Visa,New York,Grocery Store,56,Purchase at Merchant-2569
904,1461,2063,2710.82,2023-02-20 20:29:00,0,Discover,Boston,Online Shopping,29,Purchase at Merchant-2063
905,1843,2356,9674.16,2023-02-07 23:00:00,0,Visa,New York,Online Shopping,53,Purchase at Merchant-2356
906,1149,2406,9451.7,2023-11-09 00:59:00,0,Amex,New York,Restaurant,25,Purchase at Merchant-2406
907,1579,2915,2354.02,2023-01-30 13:46:00,0,MasterCard,Chicago,Restaurant,51,Purchase at Merchant-2915
908,1204,2311,8522.89,2023-06-21 21:27:00,0,MasterCard,Los Angeles,Pharmacy,24,Purchase at Merchant-2311
909,1124,2445,9661.3,2023-03-03 22:44:00,0,Visa,Los Angeles,Grocery Store,44,Purchase at Merchant-2445
910,1759,2189,2231.91,2023-10-19 02:47:00,0,Visa,San Francisco,Restaurant,37,Purchase at Merchant-2189
911,1921,2331,7049.33,2023-11-13 06:14:00,0,MasterCard,Boston,Restaurant,42,Purchase at Merchant-2331
912,1089,2286,7344.1,2023-07-12 15:56:00,0,Amex,San Francisco,Restaurant,44,Purchase at Merchant-2286
913,1685,2961,8839.06,2023-08-11 03:07:00,0,Amex,New York,Grocery Store,37,Purchase at Merchant-2961
914,1590,2537,3166.57,2023-11-26 17:12:00,0,Amex,Boston,Gas Station,29,Purchase at Merchant-2537
915,1003,2189,4506.58,2023-01-13 06:20:00,0,Discover,Chicago,Online Shopping,67,Purchase at Merchant-2189
916,1807,2364,309.33,2023-03-17 15:46:00,0,Amex,San Francisco,Gas Station,46,Purchase at Merchant-2364
917,1523,2660,2373.7,2023-08-25 17:53:00,0,Visa,New York,Grocery Store,18,Purchase at Merchant-2660
918,1246,2481,1915.71,2023-09-11 14:31:00,0,Discover,Boston,Online Shopping,38,Purchase at Merchant-2481
919,1790,2975,1907.48,2023-12-22 19:29:00,0,Discover,New York,Restaurant,69,Purchase at Merchant-2975
920,1560,2806,9826.66,2023-08-03 20:32:00,0,MasterCard,San Francisco,Grocery Store,23,Purchase at Merchant-2806
921,1746,2990,3636.0,2023-11-09 14:53:00,0,MasterCard,Los Angeles,Gas Station,57,Purchase at Merchant-2990
922,1454,2757,792.36,2023-09-23 14:50:00,0,Amex,Los Angeles,Pharmacy,32,Purchase at Merchant-2757
923,1115,2319,2589.57,2023-03-28 12:56:00,0,Visa,New York,Online Shopping,65,Purchase at Merchant-2319
924,1165,2135,625.58,2023-02-16 13:30:00,0,MasterCard,Los Angeles,Gas Station,53,Purchase at Merchant-2135
925,1493,2067,8504.56,2023-03-31 19:58:00,0,Discover,San Francisco,Grocery Store,57,Purchase at Merchant-2067
926,1055,2144,9760.5,2023-05-20 11:49:00,0,Amex,New York,Online Shopping,75,Purchase at Merchant-2144
927,1640,2233,9249.11,2023-02-23 08:28:00,0,Visa,Chicago,Restaurant,40,Purchase at Merchant-2233
928,1341,2819,3136.8,2023-08-29 20:44:00,0,Discover,Chicago,Pharmacy,30,Purchase at Merchant-2819
929,1856,2147,6094.07,2023-11-19 08:12:00,0,Amex,San Francisco,Online Shopping,40,Purchase at Merchant-2147
930,1157,2658,1360.14,2023-11-05 08:09:00,1,Visa,New York,Grocery Store,22,Purchase at Merchant-2658
931,1455,2770,2334.73,2023-01-04 13:02:00,0,Amex,Chicago,Gas Station,67,Purchase at Merchant-2770
932,1772,2892,4722.57,2023-11-17 17:04:00,0,Visa,San Francisco,Online Shopping,18,Purchase at Merchant-2892
933,1962,2397,3063.31,2023-07-16 00:56:00,0,Amex,Chicago,Restaurant,34,Purchase at Merchant-2397
934,1602,2792,6748.76,2023-12-17 18:26:00,0,Amex,Boston,Online Shopping,50,Purchase at Merchant-2792
935,1109,2288,1205.96,2023-09-06 21:26:00,0,Discover,Boston,Online Shopping,52,Purchase at Merchant-2288
936,1076,2299,4369.58,2023-07-23 00:35:00,0,Discover,San Francisco,Grocery Store,42,Purchase at Merchant-2299
937,1688,2460,811.35,2023-09-24 04:26:00,0,Discover,Los Angeles,Gas Station,50,Purchase at Merchant-2460
938,1643,2988,776.89,2023-08-19 01:48:00,0,MasterCard,Los Angeles,Online Shopping,40,Purchase at Merchant-2988
939,1442,2683,5749.89,2023-09-26 08:56:00,0,Discover,San Francisco,Restaurant,68,Purchase at Merchant-2683
940,1802,2521,4611.17,2023-08-26 16:29:00,0,Amex,New York,Gas Station,60,Purchase at Merchant-2521
941,1000,2564,4919.59,2023-09-11 15:53:00,0,Discover,San Francisco,Pharmacy,60,Purchase at Merchant-2564
942,1060,2172,4794.69,2023-06-01 14:47:00,0,Discover,San Francisco,Restaurant,21,Purchase at Merchant-2172
